draw,Phenotype,logic,dose
194,Rapid,AUC_match,950
194,Rapid,C24_match,750
194,Rapid,C24_ceiling,1800
195,Slow,AUC_match,650
195,Slow,C24_match,200
195,Slow,C24_ceiling,300
195,Intermediate,AUC_match,1250
195,Intermediate,C24_match,700
195,Intermediate,C24_ceiling,1800
195,Rapid,AUC_match,1700
195,Rapid,C24_match,1600
195,Rapid,C24_ceiling,1800
196,Slow,AUC_match,600
196,Slow,C24_match,200
196,Slow,C24_ceiling,250
196,Intermediate,AUC_match,1150
196,Intermediate,C24_match,650
196,Intermediate,C24_ceiling,1800
196,Rapid,AUC_match,1600
196,Rapid,C24_match,1600
196,Rapid,C24_ceiling,1800
197,Slow,AUC_match,1800
197,Slow,C24_match,200
197,Slow,C24_ceiling,1600
197,Intermediate,AUC_match,1800
197,Intermediate,C24_match,450
197,Intermediate,C24_ceiling,1800
197,Rapid,AUC_match,1800
197,Rapid,C24_match,650
197,Rapid,C24_ceiling,1800
198,Slow,AUC_match,700
198,Slow,C24_match,200
198,Slow,C24_ceiling,500
198,Intermediate,AUC_match,1200
198,Intermediate,C24_match,1050
198,Intermediate,C24_ceiling,1800
198,Rapid,AUC_match,950
198,Rapid,C24_match,350
198,Rapid,C24_ceiling,1350
199,Slow,AUC_match,850
199,Slow,C24_match,650
199,Slow,C24_ceiling,1650
199,Intermediate,AUC_match,1400
199,Intermediate,C24_match,1800
199,Intermediate,C24_ceiling,1800
199,Rapid,AUC_match,1800
199,Rapid,C24_match,1800
199,Rapid,C24_ceiling,1800
200,Slow,AUC_match,600
200,Slow,C24_match,200
200,Slow,C24_ceiling,300
200,Intermediate,AUC_match,1150
200,Intermediate,C24_match,900
200,Intermediate,C24_ceiling,1800
200,Rapid,AUC_match,1150
200,Rapid,C24_match,850
200,Rapid,C24_ceiling,1800
201,Slow,AUC_match,750
201,Slow,C24_match,200
201,Slow,C24_ceiling,600
201,Intermediate,AUC_match,1250
201,Intermediate,C24_match,1000
201,Intermediate,C24_ceiling,1800
201,Rapid,AUC_match,1800
201,Rapid,C24_match,1800
201,Rapid,C24_ceiling,1800
202,Slow,AUC_match,650
202,Slow,C24_match,200
202,Slow,C24_ceiling,350
202,Intermediate,AUC_match,1250
202,Intermediate,C24_match,750
202,Intermediate,C24_ceiling,1800
202,Rapid,AUC_match,1800
202,Rapid,C24_match,1800
202,Rapid,C24_ceiling,1800
203,Slow,AUC_match,700
203,Slow,C24_match,200
203,Slow,C24_ceiling,400
203,Intermediate,AUC_match,1250
203,Intermediate,C24_match,950
203,Intermediate,C24_ceiling,1800
203,Rapid,AUC_match,1800
203,Rapid,C24_match,1800
203,Rapid,C24_ceiling,1800
204,Slow,AUC_match,700
204,Slow,C24_match,200
204,Slow,C24_ceiling,450
204,Intermediate,AUC_match,1200
204,Intermediate,C24_match,900
204,Intermediate,C24_ceiling,1800
204,Rapid,AUC_match,1250
204,Rapid,C24_match,950
204,Rapid,C24_ceiling,1800
205,Slow,AUC_match,750
205,Slow,C24_match,200
205,Slow,C24_ceiling,650
205,Intermediate,AUC_match,1250
205,Intermediate,C24_match,1050
205,Intermediate,C24_ceiling,1800
205,Rapid,AUC_match,1200
205,Rapid,C24_match,850
205,Rapid,C24_ceiling,1800
206,Slow,AUC_match,600
206,Slow,C24_match,200
206,Slow,C24_ceiling,350
206,Intermediate,AUC_match,1050
206,Intermediate,C24_match,1800
206,Intermediate,C24_ceiling,1800
206,Rapid,AUC_match,1650
206,Rapid,C24_match,1800
206,Rapid,C24_ceiling,1800
207,Slow,AUC_match,550
207,Slow,C24_match,200
207,Slow,C24_ceiling,200
207,Intermediate,AUC_match,1150
207,Intermediate,C24_match,700
207,Intermediate,C24_ceiling,1800
207,Rapid,AUC_match,1800
207,Rapid,C24_match,1800
207,Rapid,C24_ceiling,1800
208,Slow,AUC_match,800
208,Slow,C24_match,200
208,Slow,C24_ceiling,750
208,Intermediate,AUC_match,1350
208,Intermediate,C24_match,900
208,Intermediate,C24_ceiling,1800
208,Rapid,AUC_match,1400
208,Rapid,C24_match,950
208,Rapid,C24_ceiling,1800
209,Slow,AUC_match,650
209,Slow,C24_match,200
209,Slow,C24_ceiling,350
209,Intermediate,AUC_match,1300
209,Intermediate,C24_match,800
209,Intermediate,C24_ceiling,1800
209,Rapid,AUC_match,1450
209,Rapid,C24_match,1050
209,Rapid,C24_ceiling,1800
210,Slow,AUC_match,700
210,Slow,C24_match,200
210,Slow,C24_ceiling,500
210,Intermediate,AUC_match,1300
210,Intermediate,C24_match,1050
210,Intermediate,C24_ceiling,1800
210,Rapid,AUC_match,1300
210,Rapid,C24_match,1150
210,Rapid,C24_ceiling,1800
211,Slow,AUC_match,700
211,Slow,C24_match,200
211,Slow,C24_ceiling,500
211,Intermediate,AUC_match,1250
211,Intermediate,C24_match,950
211,Intermediate,C24_ceiling,1800
211,Rapid,AUC_match,1700
211,Rapid,C24_match,1800
211,Rapid,C24_ceiling,1800
212,Slow,AUC_match,650
212,Slow,C24_match,200
212,Slow,C24_ceiling,350
212,Intermediate,AUC_match,1100
212,Intermediate,C24_match,900
212,Intermediate,C24_ceiling,1800
212,Rapid,AUC_match,1600
212,Rapid,C24_match,1800
212,Rapid,C24_ceiling,1800
213,Slow,AUC_match,850
213,Slow,C24_match,200
213,Slow,C24_ceiling,900
213,Intermediate,AUC_match,1350
213,Intermediate,C24_match,950
213,Intermediate,C24_ceiling,1800
213,Rapid,AUC_match,1800
213,Rapid,C24_match,1800
213,Rapid,C24_ceiling,1800
214,Slow,AUC_match,600
214,Slow,C24_match,200
214,Slow,C24_ceiling,250
214,Intermediate,AUC_match,1100
214,Intermediate,C24_match,550
214,Intermediate,C24_ceiling,1800
214,Rapid,AUC_match,1000
214,Rapid,C24_match,400
214,Rapid,C24_ceiling,1700
215,Slow,AUC_match,600
215,Slow,C24_match,200
215,Slow,C24_ceiling,300
215,Intermediate,AUC_match,1200
215,Intermediate,C24_match,1800
215,Intermediate,C24_ceiling,1800
215,Rapid,AUC_match,1800
215,Rapid,C24_match,1800
215,Rapid,C24_ceiling,1800
216,Slow,AUC_match,550
216,Slow,C24_match,200
216,Slow,C24_ceiling,200
216,Intermediate,AUC_match,1150
216,Intermediate,C24_match,750
216,Intermediate,C24_ceiling,1800
216,Rapid,AUC_match,1450
216,Rapid,C24_match,1500
216,Rapid,C24_ceiling,1800
217,Slow,AUC_match,650
217,Slow,C24_match,200
217,Slow,C24_ceiling,350
217,Intermediate,AUC_match,1150
217,Intermediate,C24_match,1800
217,Intermediate,C24_ceiling,1800
217,Rapid,AUC_match,1800
217,Rapid,C24_match,1800
217,Rapid,C24_ceiling,1800
218,Slow,AUC_match,800
218,Slow,C24_match,200
218,Slow,C24_ceiling,800
218,Intermediate,AUC_match,1300
218,Intermediate,C24_match,900
218,Intermediate,C24_ceiling,1800
218,Rapid,AUC_match,1800
218,Rapid,C24_match,1800
218,Rapid,C24_ceiling,1800
219,Slow,AUC_match,750
219,Slow,C24_match,200
219,Slow,C24_ceiling,550
219,Intermediate,AUC_match,1250
219,Intermediate,C24_match,750
219,Intermediate,C24_ceiling,1800
219,Rapid,AUC_match,1100
219,Rapid,C24_match,450
219,Rapid,C24_ceiling,1800
220,Slow,AUC_match,650
220,Slow,C24_match,200
220,Slow,C24_ceiling,350
220,Intermediate,AUC_match,1200
220,Intermediate,C24_match,900
220,Intermediate,C24_ceiling,1800
220,Rapid,AUC_match,1000
220,Rapid,C24_match,400
220,Rapid,C24_ceiling,1550
221,Slow,AUC_match,650
221,Slow,C24_match,200
221,Slow,C24_ceiling,350
221,Intermediate,AUC_match,1200
221,Intermediate,C24_match,750
221,Intermediate,C24_ceiling,1800
221,Rapid,AUC_match,1600
221,Rapid,C24_match,1550
221,Rapid,C24_ceiling,1800
222,Slow,AUC_match,550
222,Slow,C24_match,200
222,Slow,C24_ceiling,300
222,Intermediate,AUC_match,1150
222,Intermediate,C24_match,1800
222,Intermediate,C24_ceiling,1800
222,Rapid,AUC_match,1550
222,Rapid,C24_match,1800
222,Rapid,C24_ceiling,1800
223,Slow,AUC_match,700
223,Slow,C24_match,200
223,Slow,C24_ceiling,600
223,Intermediate,AUC_match,1200
223,Intermediate,C24_match,1150
223,Intermediate,C24_ceiling,1800
223,Rapid,AUC_match,1600
223,Rapid,C24_match,1800
223,Rapid,C24_ceiling,1800
224,Slow,AUC_match,750
224,Slow,C24_match,200
224,Slow,C24_ceiling,550
224,Intermediate,AUC_match,1350
224,Intermediate,C24_match,900
224,Intermediate,C24_ceiling,1800
224,Rapid,AUC_match,1350
224,Rapid,C24_match,900
224,Rapid,C24_ceiling,1800
225,Slow,AUC_match,700
225,Slow,C24_match,200
225,Slow,C24_ceiling,400
225,Intermediate,AUC_match,1150
225,Intermediate,C24_match,500
225,Intermediate,C24_ceiling,1800
225,Rapid,AUC_match,1750
225,Rapid,C24_match,1400
225,Rapid,C24_ceiling,1800
226,Slow,AUC_match,600
226,Slow,C24_match,200
226,Slow,C24_ceiling,300
226,Intermediate,AUC_match,1200
226,Intermediate,C24_match,1800
226,Intermediate,C24_ceiling,1800
226,Rapid,AUC_match,1800
226,Rapid,C24_match,1800
226,Rapid,C24_ceiling,1800
227,Slow,AUC_match,650
227,Slow,C24_match,200
227,Slow,C24_ceiling,300
227,Intermediate,AUC_match,1200
227,Intermediate,C24_match,600
227,Intermediate,C24_ceiling,1800
227,Rapid,AUC_match,1800
227,Rapid,C24_match,1800
227,Rapid,C24_ceiling,1800
228,Slow,AUC_match,750
228,Slow,C24_match,300
228,Slow,C24_ceiling,950
228,Intermediate,AUC_match,1200
228,Intermediate,C24_match,1800
228,Intermediate,C24_ceiling,1800
228,Rapid,AUC_match,1800
228,Rapid,C24_match,1800
228,Rapid,C24_ceiling,1800
229,Slow,AUC_match,700
229,Slow,C24_match,200
229,Slow,C24_ceiling,500
229,Intermediate,AUC_match,1300
229,Intermediate,C24_match,1150
229,Intermediate,C24_ceiling,1800
229,Rapid,AUC_match,1400
229,Rapid,C24_match,1350
229,Rapid,C24_ceiling,1800
230,Slow,AUC_match,550
230,Slow,C24_match,200
230,Slow,C24_ceiling,200
230,Intermediate,AUC_match,1100
230,Intermediate,C24_match,700
230,Intermediate,C24_ceiling,1800
230,Rapid,AUC_match,1450
230,Rapid,C24_match,1450
230,Rapid,C24_ceiling,1800
231,Slow,AUC_match,750
231,Slow,C24_match,200
231,Slow,C24_ceiling,700
231,Intermediate,AUC_match,1150
231,Intermediate,C24_match,750
231,Intermediate,C24_ceiling,1800
231,Rapid,AUC_match,1200
231,Rapid,C24_match,800
231,Rapid,C24_ceiling,1800
232,Slow,AUC_match,1800
232,Slow,C24_match,200
232,Slow,C24_ceiling,1700
232,Intermediate,AUC_match,1800
232,Intermediate,C24_match,500
232,Intermediate,C24_ceiling,1800
232,Rapid,AUC_match,1800
232,Rapid,C24_match,700
232,Rapid,C24_ceiling,1800
233,Slow,AUC_match,700
233,Slow,C24_match,200
233,Slow,C24_ceiling,600
233,Intermediate,AUC_match,1200
233,Intermediate,C24_match,1800
233,Intermediate,C24_ceiling,1800
233,Rapid,AUC_match,1150
233,Rapid,C24_match,1800
233,Rapid,C24_ceiling,1800
234,Slow,AUC_match,600
234,Slow,C24_match,200
234,Slow,C24_ceiling,300
234,Intermediate,AUC_match,1200
234,Intermediate,C24_match,750
234,Intermediate,C24_ceiling,1800
234,Rapid,AUC_match,1500
234,Rapid,C24_match,1350
234,Rapid,C24_ceiling,1800
235,Slow,AUC_match,600
235,Slow,C24_match,200
235,Slow,C24_ceiling,300
235,Intermediate,AUC_match,1150
235,Intermediate,C24_match,1150
235,Intermediate,C24_ceiling,1800
235,Rapid,AUC_match,1550
235,Rapid,C24_match,1800
235,Rapid,C24_ceiling,1800
236,Slow,AUC_match,600
236,Slow,C24_match,200
236,Slow,C24_ceiling,350
236,Intermediate,AUC_match,1250
236,Intermediate,C24_match,1800
236,Intermediate,C24_ceiling,1800
236,Rapid,AUC_match,1350
236,Rapid,C24_match,1800
236,Rapid,C24_ceiling,1800
237,Slow,AUC_match,600
237,Slow,C24_match,200
237,Slow,C24_ceiling,300
237,Intermediate,AUC_match,1200
237,Intermediate,C24_match,600
237,Intermediate,C24_ceiling,1800
237,Rapid,AUC_match,1600
237,Rapid,C24_match,1350
237,Rapid,C24_ceiling,1800
238,Slow,AUC_match,600
238,Slow,C24_match,200
238,Slow,C24_ceiling,300
238,Intermediate,AUC_match,1250
238,Intermediate,C24_match,1800
238,Intermediate,C24_ceiling,1800
238,Rapid,AUC_match,1800
238,Rapid,C24_match,1800
238,Rapid,C24_ceiling,1800
239,Slow,AUC_match,650
239,Slow,C24_match,200
239,Slow,C24_ceiling,400
239,Intermediate,AUC_match,1200
239,Intermediate,C24_match,1800
239,Intermediate,C24_ceiling,1800
239,Rapid,AUC_match,1800
239,Rapid,C24_match,1800
239,Rapid,C24_ceiling,1800
240,Slow,AUC_match,700
240,Slow,C24_match,200
240,Slow,C24_ceiling,400
240,Intermediate,AUC_match,1300
240,Intermediate,C24_match,750
240,Intermediate,C24_ceiling,1800
240,Rapid,AUC_match,1800
240,Rapid,C24_match,1800
240,Rapid,C24_ceiling,1800
241,Slow,AUC_match,650
241,Slow,C24_match,200
241,Slow,C24_ceiling,350
241,Intermediate,AUC_match,1250
241,Intermediate,C24_match,1150
241,Intermediate,C24_ceiling,1800
241,Rapid,AUC_match,1800
241,Rapid,C24_match,1800
241,Rapid,C24_ceiling,1800
242,Slow,AUC_match,600
242,Slow,C24_match,200
242,Slow,C24_ceiling,200
242,Intermediate,AUC_match,1250
242,Intermediate,C24_match,700
242,Intermediate,C24_ceiling,1800
242,Rapid,AUC_match,1600
242,Rapid,C24_match,1300
242,Rapid,C24_ceiling,1800
243,Slow,AUC_match,700
243,Slow,C24_match,200
243,Slow,C24_ceiling,550
243,Intermediate,AUC_match,1300
243,Intermediate,C24_match,1800
243,Intermediate,C24_ceiling,1800
243,Rapid,AUC_match,950
243,Rapid,C24_match,800
243,Rapid,C24_ceiling,1800
244,Slow,AUC_match,650
244,Slow,C24_match,200
244,Slow,C24_ceiling,500
244,Intermediate,AUC_match,1350
244,Intermediate,C24_match,1800
244,Intermediate,C24_ceiling,1800
244,Rapid,AUC_match,1800
244,Rapid,C24_match,1800
244,Rapid,C24_ceiling,1800
245,Slow,AUC_match,650
245,Slow,C24_match,200
245,Slow,C24_ceiling,300
245,Intermediate,AUC_match,1250
245,Intermediate,C24_match,550
245,Intermediate,C24_ceiling,1800
245,Rapid,AUC_match,1800
245,Rapid,C24_match,1800
245,Rapid,C24_ceiling,1800
246,Slow,AUC_match,600
246,Slow,C24_match,200
246,Slow,C24_ceiling,250
246,Intermediate,AUC_match,1250
246,Intermediate,C24_match,1050
246,Intermediate,C24_ceiling,1800
246,Rapid,AUC_match,1800
246,Rapid,C24_match,1800
246,Rapid,C24_ceiling,1800
247,Slow,AUC_match,550
247,Slow,C24_match,200
247,Slow,C24_ceiling,200
247,Intermediate,AUC_match,1250
247,Intermediate,C24_match,700
247,Intermediate,C24_ceiling,1800
247,Rapid,AUC_match,1100
247,Rapid,C24_match,500
247,Rapid,C24_ceiling,1800
248,Slow,AUC_match,650
248,Slow,C24_match,200
248,Slow,C24_ceiling,400
248,Intermediate,AUC_match,1300
248,Intermediate,C24_match,900
248,Intermediate,C24_ceiling,1800
248,Rapid,AUC_match,1400
248,Rapid,C24_match,1100
248,Rapid,C24_ceiling,1800
249,Slow,AUC_match,750
249,Slow,C24_match,200
249,Slow,C24_ceiling,550
249,Intermediate,AUC_match,1200
249,Intermediate,C24_match,650
249,Intermediate,C24_ceiling,1800
249,Rapid,AUC_match,1800
249,Rapid,C24_match,1800
249,Rapid,C24_ceiling,1800
250,Slow,AUC_match,700
250,Slow,C24_match,200
250,Slow,C24_ceiling,450
250,Intermediate,AUC_match,1150
250,Intermediate,C24_match,1800
250,Intermediate,C24_ceiling,1800
250,Rapid,AUC_match,1400
250,Rapid,C24_match,1800
250,Rapid,C24_ceiling,1800
251,Slow,AUC_match,650
251,Slow,C24_match,200
251,Slow,C24_ceiling,350
251,Intermediate,AUC_match,1250
251,Intermediate,C24_match,1250
251,Intermediate,C24_ceiling,1800
251,Rapid,AUC_match,1450
251,Rapid,C24_match,1800
251,Rapid,C24_ceiling,1800
252,Slow,AUC_match,750
252,Slow,C24_match,200
252,Slow,C24_ceiling,650
252,Intermediate,AUC_match,1250
252,Intermediate,C24_match,900
252,Intermediate,C24_ceiling,1800
252,Rapid,AUC_match,1500
252,Rapid,C24_match,1550
252,Rapid,C24_ceiling,1800
253,Slow,AUC_match,850
253,Slow,C24_match,200
253,Slow,C24_ceiling,900
253,Intermediate,AUC_match,1350
253,Intermediate,C24_match,1000
253,Intermediate,C24_ceiling,1800
253,Rapid,AUC_match,1800
253,Rapid,C24_match,1800
253,Rapid,C24_ceiling,1800
254,Slow,AUC_match,700
254,Slow,C24_match,200
254,Slow,C24_ceiling,650
254,Intermediate,AUC_match,1250
254,Intermediate,C24_match,1800
254,Intermediate,C24_ceiling,1800
254,Rapid,AUC_match,1700
254,Rapid,C24_match,1800
254,Rapid,C24_ceiling,1800
255,Slow,AUC_match,600
255,Slow,C24_match,200
255,Slow,C24_ceiling,200
255,Intermediate,AUC_match,1150
255,Intermediate,C24_match,550
255,Intermediate,C24_ceiling,1800
255,Rapid,AUC_match,1550
255,Rapid,C24_match,1200
255,Rapid,C24_ceiling,1800
256,Slow,AUC_match,650
256,Slow,C24_match,200
256,Slow,C24_ceiling,350
256,Intermediate,AUC_match,1350
256,Intermediate,C24_match,1200
256,Intermediate,C24_ceiling,1800
256,Rapid,AUC_match,1600
256,Rapid,C24_match,1800
256,Rapid,C24_ceiling,1800
257,Slow,AUC_match,700
257,Slow,C24_match,200
257,Slow,C24_ceiling,400
257,Intermediate,AUC_match,1250
257,Intermediate,C24_match,900
257,Intermediate,C24_ceiling,1800
257,Rapid,AUC_match,1750
257,Rapid,C24_match,1800
257,Rapid,C24_ceiling,1800
258,Slow,AUC_match,700
258,Slow,C24_match,200
258,Slow,C24_ceiling,550
258,Intermediate,AUC_match,1200
258,Intermediate,C24_match,1000
258,Intermediate,C24_ceiling,1800
258,Rapid,AUC_match,1800
258,Rapid,C24_match,1800
258,Rapid,C24_ceiling,1800
259,Slow,AUC_match,650
259,Slow,C24_match,200
259,Slow,C24_ceiling,300
259,Intermediate,AUC_match,1350
259,Intermediate,C24_match,1800
259,Intermediate,C24_ceiling,1800
259,Rapid,AUC_match,1800
259,Rapid,C24_match,1800
259,Rapid,C24_ceiling,1800
260,Slow,AUC_match,800
260,Slow,C24_match,250
260,Slow,C24_ceiling,950
260,Intermediate,AUC_match,1200
260,Intermediate,C24_match,1000
260,Intermediate,C24_ceiling,1800
260,Rapid,AUC_match,1450
260,Rapid,C24_match,1750
260,Rapid,C24_ceiling,1800
261,Slow,AUC_match,750
261,Slow,C24_match,200
261,Slow,C24_ceiling,750
261,Intermediate,AUC_match,1350
261,Intermediate,C24_match,1050
261,Intermediate,C24_ceiling,1800
261,Rapid,AUC_match,1800
261,Rapid,C24_match,1800
261,Rapid,C24_ceiling,1800
262,Slow,AUC_match,650
262,Slow,C24_match,200
262,Slow,C24_ceiling,400
262,Intermediate,AUC_match,1150
262,Intermediate,C24_match,1100
262,Intermediate,C24_ceiling,1800
262,Rapid,AUC_match,900
262,Rapid,C24_match,300
262,Rapid,C24_ceiling,1150
263,Slow,AUC_match,1800
263,Slow,C24_match,250
263,Slow,C24_ceiling,1800
263,Intermediate,AUC_match,1800
263,Intermediate,C24_match,450
263,Intermediate,C24_ceiling,1800
263,Rapid,AUC_match,1800
263,Rapid,C24_match,800
263,Rapid,C24_ceiling,1800
264,Slow,AUC_match,700
264,Slow,C24_match,200
264,Slow,C24_ceiling,400
264,Intermediate,AUC_match,1350
264,Intermediate,C24_match,1150
264,Intermediate,C24_ceiling,1800
264,Rapid,AUC_match,1500
264,Rapid,C24_match,1400
264,Rapid,C24_ceiling,1800
265,Slow,AUC_match,600
265,Slow,C24_match,200
265,Slow,C24_ceiling,250
265,Intermediate,AUC_match,1050
265,Intermediate,C24_match,500
265,Intermediate,C24_ceiling,1800
265,Rapid,AUC_match,950
265,Rapid,C24_match,300
265,Rapid,C24_ceiling,1200
266,Slow,AUC_match,700
266,Slow,C24_match,200
266,Slow,C24_ceiling,450
266,Intermediate,AUC_match,1150
266,Intermediate,C24_match,1000
266,Intermediate,C24_ceiling,1800
266,Rapid,AUC_match,1550
266,Rapid,C24_match,1800
266,Rapid,C24_ceiling,1800
267,Slow,AUC_match,650
267,Slow,C24_match,200
267,Slow,C24_ceiling,400
267,Intermediate,AUC_match,1150
267,Intermediate,C24_match,1750
267,Intermediate,C24_ceiling,1800
267,Rapid,AUC_match,1800
267,Rapid,C24_match,1800
267,Rapid,C24_ceiling,1800
268,Slow,AUC_match,1800
268,Slow,C24_match,300
268,Slow,C24_ceiling,1800
268,Intermediate,AUC_match,1800
268,Intermediate,C24_match,500
268,Intermediate,C24_ceiling,1800
268,Rapid,AUC_match,1800
268,Rapid,C24_match,1350
268,Rapid,C24_ceiling,1800
269,Slow,AUC_match,650
269,Slow,C24_match,200
269,Slow,C24_ceiling,300
269,Intermediate,AUC_match,1300
269,Intermediate,C24_match,1250
269,Intermediate,C24_ceiling,1800
269,Rapid,AUC_match,1450
269,Rapid,C24_match,1550
269,Rapid,C24_ceiling,1800
270,Slow,AUC_match,750
270,Slow,C24_match,200
270,Slow,C24_ceiling,550
270,Intermediate,AUC_match,1250
270,Intermediate,C24_match,850
270,Intermediate,C24_ceiling,1800
270,Rapid,AUC_match,1300
270,Rapid,C24_match,950
270,Rapid,C24_ceiling,1800
271,Slow,AUC_match,600
271,Slow,C24_match,200
271,Slow,C24_ceiling,300
271,Intermediate,AUC_match,1200
271,Intermediate,C24_match,1350
271,Intermediate,C24_ceiling,1800
271,Rapid,AUC_match,1300
271,Rapid,C24_match,1800
271,Rapid,C24_ceiling,1800
272,Slow,AUC_match,650
272,Slow,C24_match,200
272,Slow,C24_ceiling,350
272,Intermediate,AUC_match,1200
272,Intermediate,C24_match,600
272,Intermediate,C24_ceiling,1800
272,Rapid,AUC_match,1650
272,Rapid,C24_match,1350
272,Rapid,C24_ceiling,1800
273,Slow,AUC_match,750
273,Slow,C24_match,200
273,Slow,C24_ceiling,600
273,Intermediate,AUC_match,1200
273,Intermediate,C24_match,750
273,Intermediate,C24_ceiling,1800
273,Rapid,AUC_match,1150
273,Rapid,C24_match,600
273,Rapid,C24_ceiling,1800
274,Slow,AUC_match,650
274,Slow,C24_match,200
274,Slow,C24_ceiling,350
274,Intermediate,AUC_match,1150
274,Intermediate,C24_match,800
274,Intermediate,C24_ceiling,1800
274,Rapid,AUC_match,1750
274,Rapid,C24_match,1800
274,Rapid,C24_ceiling,1800
275,Slow,AUC_match,650
275,Slow,C24_match,200
275,Slow,C24_ceiling,300
275,Intermediate,AUC_match,1200
275,Intermediate,C24_match,700
275,Intermediate,C24_ceiling,1800
275,Rapid,AUC_match,1750
275,Rapid,C24_match,1750
275,Rapid,C24_ceiling,1800
276,Slow,AUC_match,800
276,Slow,C24_match,250
276,Slow,C24_ceiling,950
276,Intermediate,AUC_match,1200
276,Intermediate,C24_match,1100
276,Intermediate,C24_ceiling,1800
276,Rapid,AUC_match,1800
276,Rapid,C24_match,1800
276,Rapid,C24_ceiling,1800
277,Slow,AUC_match,800
277,Slow,C24_match,200
277,Slow,C24_ceiling,700
277,Intermediate,AUC_match,1300
277,Intermediate,C24_match,1150
277,Intermediate,C24_ceiling,1800
277,Rapid,AUC_match,1350
277,Rapid,C24_match,1150
277,Rapid,C24_ceiling,1800
278,Slow,AUC_match,650
278,Slow,C24_match,200
278,Slow,C24_ceiling,300
278,Intermediate,AUC_match,1200
278,Intermediate,C24_match,700
278,Intermediate,C24_ceiling,1800
278,Rapid,AUC_match,1350
278,Rapid,C24_match,1000
278,Rapid,C24_ceiling,1800
279,Slow,AUC_match,750
279,Slow,C24_match,200
279,Slow,C24_ceiling,700
279,Intermediate,AUC_match,1200
279,Intermediate,C24_match,750
279,Intermediate,C24_ceiling,1800
279,Rapid,AUC_match,1800
279,Rapid,C24_match,1800
279,Rapid,C24_ceiling,1800
280,Slow,AUC_match,750
280,Slow,C24_match,200
280,Slow,C24_ceiling,700
280,Intermediate,AUC_match,1350
280,Intermediate,C24_match,1500
280,Intermediate,C24_ceiling,1800
280,Rapid,AUC_match,1800
280,Rapid,C24_match,1800
280,Rapid,C24_ceiling,1800
281,Slow,AUC_match,500
281,Slow,C24_match,200
281,Slow,C24_ceiling,200
281,Intermediate,AUC_match,1100
281,Intermediate,C24_match,1800
281,Intermediate,C24_ceiling,1800
281,Rapid,AUC_match,1250
281,Rapid,C24_match,1800
281,Rapid,C24_ceiling,1800
282,Slow,AUC_match,450
282,Slow,C24_match,200
282,Slow,C24_ceiling,200
282,Intermediate,AUC_match,1100
282,Intermediate,C24_match,1800
282,Intermediate,C24_ceiling,1800
282,Rapid,AUC_match,1750
282,Rapid,C24_match,1800
282,Rapid,C24_ceiling,1800
283,Slow,AUC_match,800
283,Slow,C24_match,300
283,Slow,C24_ceiling,1000
283,Intermediate,AUC_match,1300
283,Intermediate,C24_match,1800
283,Intermediate,C24_ceiling,1800
283,Rapid,AUC_match,1800
283,Rapid,C24_match,1800
283,Rapid,C24_ceiling,1800
284,Slow,AUC_match,650
284,Slow,C24_match,200
284,Slow,C24_ceiling,400
284,Intermediate,AUC_match,1300
284,Intermediate,C24_match,1800
284,Intermediate,C24_ceiling,1800
284,Rapid,AUC_match,1750
284,Rapid,C24_match,1800
284,Rapid,C24_ceiling,1800
285,Slow,AUC_match,650
285,Slow,C24_match,200
285,Slow,C24_ceiling,350
285,Intermediate,AUC_match,1300
285,Intermediate,C24_match,800
285,Intermediate,C24_ceiling,1800
285,Rapid,AUC_match,1150
285,Rapid,C24_match,550
285,Rapid,C24_ceiling,1800
286,Slow,AUC_match,650
286,Slow,C24_match,200
286,Slow,C24_ceiling,350
286,Intermediate,AUC_match,1250
286,Intermediate,C24_match,1100
286,Intermediate,C24_ceiling,1800
286,Rapid,AUC_match,1650
286,Rapid,C24_match,1800
286,Rapid,C24_ceiling,1800
287,Slow,AUC_match,650
287,Slow,C24_match,200
287,Slow,C24_ceiling,550
287,Intermediate,AUC_match,1150
287,Intermediate,C24_match,1800
287,Intermediate,C24_ceiling,1800
287,Rapid,AUC_match,1450
287,Rapid,C24_match,1800
287,Rapid,C24_ceiling,1800
288,Slow,AUC_match,700
288,Slow,C24_match,200
288,Slow,C24_ceiling,450
288,Intermediate,AUC_match,1250
288,Intermediate,C24_match,1000
288,Intermediate,C24_ceiling,1800
288,Rapid,AUC_match,1800
288,Rapid,C24_match,1800
288,Rapid,C24_ceiling,1800
289,Slow,AUC_match,800
289,Slow,C24_match,200
289,Slow,C24_ceiling,600
289,Intermediate,AUC_match,1300
289,Intermediate,C24_match,750
289,Intermediate,C24_ceiling,1800
289,Rapid,AUC_match,1200
289,Rapid,C24_match,600
289,Rapid,C24_ceiling,1800
290,Slow,AUC_match,650
290,Slow,C24_match,200
290,Slow,C24_ceiling,500
290,Intermediate,AUC_match,1200
290,Intermediate,C24_match,1800
290,Intermediate,C24_ceiling,1800
290,Rapid,AUC_match,1600
290,Rapid,C24_match,1800
290,Rapid,C24_ceiling,1800
291,Slow,AUC_match,800
291,Slow,C24_match,300
291,Slow,C24_ceiling,850
291,Intermediate,AUC_match,1250
291,Intermediate,C24_match,1800
291,Intermediate,C24_ceiling,1800
291,Rapid,AUC_match,1300
291,Rapid,C24_match,1800
291,Rapid,C24_ceiling,1800
292,Slow,AUC_match,550
292,Slow,C24_match,200
