draw,Phenotype,logic,dose
389,Rapid,C24_match,1000
389,Rapid,C24_ceiling,1800
390,Slow,AUC_match,550
390,Slow,C24_match,200
390,Slow,C24_ceiling,200
390,Intermediate,AUC_match,1200
390,Intermediate,C24_match,1400
390,Intermediate,C24_ceiling,1800
390,Rapid,AUC_match,1600
390,Rapid,C24_match,1800
390,Rapid,C24_ceiling,1800
391,Slow,AUC_match,650
391,Slow,C24_match,200
391,Slow,C24_ceiling,500
391,Intermediate,AUC_match,1250
391,Intermediate,C24_match,1800
391,Intermediate,C24_ceiling,1800
391,Rapid,AUC_match,1800
391,Rapid,C24_match,1800
391,Rapid,C24_ceiling,1800
392,Slow,AUC_match,550
392,Slow,C24_match,200
392,Slow,C24_ceiling,250
392,Intermediate,AUC_match,1150
392,Intermediate,C24_match,750
392,Intermediate,C24_ceiling,1800
392,Rapid,AUC_match,1350
392,Rapid,C24_match,1200
392,Rapid,C24_ceiling,1800
393,Slow,AUC_match,700
393,Slow,C24_match,200
393,Slow,C24_ceiling,650
393,Intermediate,AUC_match,1200
393,Intermediate,C24_match,1800
393,Intermediate,C24_ceiling,1800
393,Rapid,AUC_match,1800
393,Rapid,C24_match,1800
393,Rapid,C24_ceiling,1800
394,Slow,AUC_match,500
394,Slow,C24_match,200
394,Slow,C24_ceiling,200
394,Intermediate,AUC_match,1250
394,Intermediate,C24_match,1500
394,Intermediate,C24_ceiling,1800
394,Rapid,AUC_match,1800
394,Rapid,C24_match,1800
394,Rapid,C24_ceiling,1800
395,Slow,AUC_match,550
395,Slow,C24_match,200
395,Slow,C24_ceiling,250
395,Intermediate,AUC_match,1150
395,Intermediate,C24_match,1800
395,Intermediate,C24_ceiling,1800
395,Rapid,AUC_match,1800
395,Rapid,C24_match,1800
395,Rapid,C24_ceiling,1800
396,Slow,AUC_match,650
396,Slow,C24_match,200
396,Slow,C24_ceiling,300
396,Intermediate,AUC_match,1150
396,Intermediate,C24_match,650
396,Intermediate,C24_ceiling,1800
396,Rapid,AUC_match,1800
396,Rapid,C24_match,1800
396,Rapid,C24_ceiling,1800
397,Slow,AUC_match,600
397,Slow,C24_match,200
397,Slow,C24_ceiling,300
397,Intermediate,AUC_match,1200
397,Intermediate,C24_match,800
397,Intermediate,C24_ceiling,1800
397,Rapid,AUC_match,1800
397,Rapid,C24_match,1800
397,Rapid,C24_ceiling,1800
398,Slow,AUC_match,600
398,Slow,C24_match,200
398,Slow,C24_ceiling,250
398,Intermediate,AUC_match,1100
398,Intermediate,C24_match,1200
398,Intermediate,C24_ceiling,1800
398,Rapid,AUC_match,1400
398,Rapid,C24_match,1800
398,Rapid,C24_ceiling,1800
399,Slow,AUC_match,800
399,Slow,C24_match,350
399,Slow,C24_ceiling,950
399,Intermediate,AUC_match,1250
399,Intermediate,C24_match,1800
399,Intermediate,C24_ceiling,1800
399,Rapid,AUC_match,1800
399,Rapid,C24_match,1800
399,Rapid,C24_ceiling,1800
400,Slow,AUC_match,550
400,Slow,C24_match,200
400,Slow,C24_ceiling,200
400,Intermediate,AUC_match,1100
400,Intermediate,C24_match,550
400,Intermediate,C24_ceiling,1800
400,Rapid,AUC_match,1100
400,Rapid,C24_match,500
400,Rapid,C24_ceiling,1800
401,Slow,AUC_match,500
401,Slow,C24_match,200
401,Slow,C24_ceiling,200
401,Intermediate,AUC_match,1100
401,Intermediate,C24_match,1800
401,Intermediate,C24_ceiling,1800
401,Rapid,AUC_match,850
401,Rapid,C24_match,350
401,Rapid,C24_ceiling,1000
402,Slow,AUC_match,750
402,Slow,C24_match,200
402,Slow,C24_ceiling,700
402,Intermediate,AUC_match,1450
402,Intermediate,C24_match,1800
402,Intermediate,C24_ceiling,1800
402,Rapid,AUC_match,1800
402,Rapid,C24_match,1800
402,Rapid,C24_ceiling,1800
403,Slow,AUC_match,750
403,Slow,C24_match,250
403,Slow,C24_ceiling,700
403,Intermediate,AUC_match,1300
403,Intermediate,C24_match,1800
403,Intermediate,C24_ceiling,1800
403,Rapid,AUC_match,1800
403,Rapid,C24_match,1800
403,Rapid,C24_ceiling,1800
404,Slow,AUC_match,600
404,Slow,C24_match,200
404,Slow,C24_ceiling,250
404,Intermediate,AUC_match,1300
404,Intermediate,C24_match,1450
404,Intermediate,C24_ceiling,1800
404,Rapid,AUC_match,1800
404,Rapid,C24_match,1800
404,Rapid,C24_ceiling,1800
405,Slow,AUC_match,600
405,Slow,C24_match,200
405,Slow,C24_ceiling,250
405,Intermediate,AUC_match,1200
405,Intermediate,C24_match,750
405,Intermediate,C24_ceiling,1800
405,Rapid,AUC_match,1150
405,Rapid,C24_match,650
405,Rapid,C24_ceiling,1800
406,Slow,AUC_match,700
406,Slow,C24_match,200
406,Slow,C24_ceiling,350
406,Intermediate,AUC_match,1250
406,Intermediate,C24_match,800
406,Intermediate,C24_ceiling,1800
406,Rapid,AUC_match,1700
406,Rapid,C24_match,1800
406,Rapid,C24_ceiling,1800
407,Slow,AUC_match,550
407,Slow,C24_match,200
407,Slow,C24_ceiling,200
407,Intermediate,AUC_match,1200
407,Intermediate,C24_match,950
407,Intermediate,C24_ceiling,1800
407,Rapid,AUC_match,1800
407,Rapid,C24_match,1800
407,Rapid,C24_ceiling,1800
408,Slow,AUC_match,600
408,Slow,C24_match,200
408,Slow,C24_ceiling,300
408,Intermediate,AUC_match,1200
408,Intermediate,C24_match,750
408,Intermediate,C24_ceiling,1800
408,Rapid,AUC_match,1450
408,Rapid,C24_match,1100
408,Rapid,C24_ceiling,1800
409,Slow,AUC_match,700
409,Slow,C24_match,200
409,Slow,C24_ceiling,500
409,Intermediate,AUC_match,1200
409,Intermediate,C24_match,650
409,Intermediate,C24_ceiling,1800
409,Rapid,AUC_match,750
409,Rapid,C24_match,200
409,Rapid,C24_ceiling,500
410,Slow,AUC_match,650
410,Slow,C24_match,200
410,Slow,C24_ceiling,300
410,Intermediate,AUC_match,1250
410,Intermediate,C24_match,750
410,Intermediate,C24_ceiling,1800
410,Rapid,AUC_match,1700
410,Rapid,C24_match,1800
410,Rapid,C24_ceiling,1800
411,Slow,AUC_match,550
411,Slow,C24_match,200
411,Slow,C24_ceiling,200
411,Intermediate,AUC_match,1150
411,Intermediate,C24_match,750
411,Intermediate,C24_ceiling,1800
411,Rapid,AUC_match,1800
411,Rapid,C24_match,1800
411,Rapid,C24_ceiling,1800
412,Slow,AUC_match,650
412,Slow,C24_match,200
412,Slow,C24_ceiling,450
412,Intermediate,AUC_match,1250
412,Intermediate,C24_match,800
412,Intermediate,C24_ceiling,1800
412,Rapid,AUC_match,1550
412,Rapid,C24_match,1400
412,Rapid,C24_ceiling,1800
413,Slow,AUC_match,600
413,Slow,C24_match,200
413,Slow,C24_ceiling,350
413,Intermediate,AUC_match,1100
413,Intermediate,C24_match,700
413,Intermediate,C24_ceiling,1800
413,Rapid,AUC_match,1800
413,Rapid,C24_match,1800
413,Rapid,C24_ceiling,1800
414,Slow,AUC_match,550
414,Slow,C24_match,200
414,Slow,C24_ceiling,200
414,Intermediate,AUC_match,1200
414,Intermediate,C24_match,950
414,Intermediate,C24_ceiling,1800
414,Rapid,AUC_match,1350
414,Rapid,C24_match,1300
414,Rapid,C24_ceiling,1800
415,Slow,AUC_match,550
415,Slow,C24_match,200
415,Slow,C24_ceiling,250
415,Intermediate,AUC_match,1000
415,Intermediate,C24_match,1450
415,Intermediate,C24_ceiling,1800
415,Rapid,AUC_match,1550
415,Rapid,C24_match,1800
415,Rapid,C24_ceiling,1800
416,Slow,AUC_match,850
416,Slow,C24_match,200
416,Slow,C24_ceiling,850
416,Intermediate,AUC_match,1350
416,Intermediate,C24_match,700
416,Intermediate,C24_ceiling,1800
416,Rapid,AUC_match,1250
416,Rapid,C24_match,600
416,Rapid,C24_ceiling,1800
417,Slow,AUC_match,850
417,Slow,C24_match,600
417,Slow,C24_ceiling,1500
417,Intermediate,AUC_match,1250
417,Intermediate,C24_match,1800
417,Intermediate,C24_ceiling,1800
417,Rapid,AUC_match,1400
417,Rapid,C24_match,1800
417,Rapid,C24_ceiling,1800
418,Slow,AUC_match,700
418,Slow,C24_match,200
418,Slow,C24_ceiling,550
418,Intermediate,AUC_match,1300
418,Intermediate,C24_match,900
418,Intermediate,C24_ceiling,1800
418,Rapid,AUC_match,1800
418,Rapid,C24_match,1800
418,Rapid,C24_ceiling,1800
419,Slow,AUC_match,800
419,Slow,C24_match,200
419,Slow,C24_ceiling,200
419,Intermediate,AUC_match,1400
419,Intermediate,C24_match,200
419,Intermediate,C24_ceiling,400
419,Rapid,AUC_match,1800
419,Rapid,C24_match,200
419,Rapid,C24_ceiling,1100
420,Slow,AUC_match,650
420,Slow,C24_match,200
420,Slow,C24_ceiling,350
420,Intermediate,AUC_match,1250
420,Intermediate,C24_match,700
420,Intermediate,C24_ceiling,1800
420,Rapid,AUC_match,1500
420,Rapid,C24_match,1050
420,Rapid,C24_ceiling,1800
421,Slow,AUC_match,650
421,Slow,C24_match,200
421,Slow,C24_ceiling,450
421,Intermediate,AUC_match,1250
421,Intermediate,C24_match,900
421,Intermediate,C24_ceiling,1800
421,Rapid,AUC_match,1050
421,Rapid,C24_match,500
421,Rapid,C24_ceiling,1800
422,Slow,AUC_match,700
422,Slow,C24_match,200
422,Slow,C24_ceiling,500
422,Intermediate,AUC_match,1100
422,Intermediate,C24_match,650
422,Intermediate,C24_ceiling,1800
422,Rapid,AUC_match,1450
422,Rapid,C24_match,1350
422,Rapid,C24_ceiling,1800
423,Slow,AUC_match,700
423,Slow,C24_match,200
423,Slow,C24_ceiling,500
423,Intermediate,AUC_match,1150
423,Intermediate,C24_match,700
423,Intermediate,C24_ceiling,1800
423,Rapid,AUC_match,1800
423,Rapid,C24_match,1800
423,Rapid,C24_ceiling,1800
424,Slow,AUC_match,650
424,Slow,C24_match,200
424,Slow,C24_ceiling,350
424,Intermediate,AUC_match,1350
424,Intermediate,C24_match,1350
424,Intermediate,C24_ceiling,1800
424,Rapid,AUC_match,1400
424,Rapid,C24_match,1400
424,Rapid,C24_ceiling,1800
425,Slow,AUC_match,600
425,Slow,C24_match,200
425,Slow,C24_ceiling,300
425,Intermediate,AUC_match,1350
425,Intermediate,C24_match,950
425,Intermediate,C24_ceiling,1800
425,Rapid,AUC_match,1550
425,Rapid,C24_match,1350
425,Rapid,C24_ceiling,1800
426,Slow,AUC_match,800
426,Slow,C24_match,200
426,Slow,C24_ceiling,850
426,Intermediate,AUC_match,1300
426,Intermediate,C24_match,1450
426,Intermediate,C24_ceiling,1800
426,Rapid,AUC_match,1800
426,Rapid,C24_match,1800
426,Rapid,C24_ceiling,1800
427,Slow,AUC_match,650
427,Slow,C24_match,200
427,Slow,C24_ceiling,400
427,Intermediate,AUC_match,1100
427,Intermediate,C24_match,600
427,Intermediate,C24_ceiling,1800
427,Rapid,AUC_match,1050
427,Rapid,C24_match,450
427,Rapid,C24_ceiling,1800
428,Slow,AUC_match,600
428,Slow,C24_match,200
428,Slow,C24_ceiling,300
428,Intermediate,AUC_match,1200
428,Intermediate,C24_match,1700
428,Intermediate,C24_ceiling,1800
428,Rapid,AUC_match,1700
428,Rapid,C24_match,1800
428,Rapid,C24_ceiling,1800
429,Slow,AUC_match,650
429,Slow,C24_match,200
429,Slow,C24_ceiling,350
429,Intermediate,AUC_match,1200
429,Intermediate,C24_match,750
429,Intermediate,C24_ceiling,1800
429,Rapid,AUC_match,1500
429,Rapid,C24_match,1350
429,Rapid,C24_ceiling,1800
430,Slow,AUC_match,750
430,Slow,C24_match,250
430,Slow,C24_ceiling,800
430,Intermediate,AUC_match,1300
430,Intermediate,C24_match,1800
430,Intermediate,C24_ceiling,1800
430,Rapid,AUC_match,1800
430,Rapid,C24_match,1800
430,Rapid,C24_ceiling,1800
431,Slow,AUC_match,500
431,Slow,C24_match,200
431,Slow,C24_ceiling,200
431,Intermediate,AUC_match,1300
431,Intermediate,C24_match,1800
431,Intermediate,C24_ceiling,1800
431,Rapid,AUC_match,1200
431,Rapid,C24_match,1800
431,Rapid,C24_ceiling,1800
432,Slow,AUC_match,650
432,Slow,C24_match,200
432,Slow,C24_ceiling,400
432,Intermediate,AUC_match,1250
432,Intermediate,C24_match,700
432,Intermediate,C24_ceiling,1800
432,Rapid,AUC_match,1800
432,Rapid,C24_match,1800
432,Rapid,C24_ceiling,1800
433,Slow,AUC_match,650
433,Slow,C24_match,200
433,Slow,C24_ceiling,400
433,Intermediate,AUC_match,1200
433,Intermediate,C24_match,1150
433,Intermediate,C24_ceiling,1800
433,Rapid,AUC_match,1300
433,Rapid,C24_match,1450
433,Rapid,C24_ceiling,1800
434,Slow,AUC_match,600
434,Slow,C24_match,200
434,Slow,C24_ceiling,300
434,Intermediate,AUC_match,1100
434,Intermediate,C24_match,600
434,Intermediate,C24_ceiling,1800
434,Rapid,AUC_match,1600
434,Rapid,C24_match,1700
434,Rapid,C24_ceiling,1800
435,Slow,AUC_match,600
435,Slow,C24_match,200
435,Slow,C24_ceiling,250
435,Intermediate,AUC_match,1150
435,Intermediate,C24_match,700
435,Intermediate,C24_ceiling,1800
435,Rapid,AUC_match,1800
435,Rapid,C24_match,1800
435,Rapid,C24_ceiling,1800
436,Slow,AUC_match,650
436,Slow,C24_match,200
436,Slow,C24_ceiling,300
436,Intermediate,AUC_match,1150
436,Intermediate,C24_match,600
436,Intermediate,C24_ceiling,1800
436,Rapid,AUC_match,1800
436,Rapid,C24_match,1800
436,Rapid,C24_ceiling,1800
437,Slow,AUC_match,1800
437,Slow,C24_match,250
437,Slow,C24_ceiling,1800
437,Intermediate,AUC_match,1800
437,Intermediate,C24_match,450
437,Intermediate,C24_ceiling,1800
437,Rapid,AUC_match,1800
437,Rapid,C24_match,350
437,Rapid,C24_ceiling,1800
438,Slow,AUC_match,600
438,Slow,C24_match,200
438,Slow,C24_ceiling,350
438,Intermediate,AUC_match,1200
438,Intermediate,C24_match,1800
438,Intermediate,C24_ceiling,1800
438,Rapid,AUC_match,950
438,Rapid,C24_match,950
438,Rapid,C24_ceiling,1800
439,Slow,AUC_match,700
439,Slow,C24_match,200
439,Slow,C24_ceiling,450
439,Intermediate,AUC_match,1200
439,Intermediate,C24_match,900
439,Intermediate,C24_ceiling,1800
439,Rapid,AUC_match,1300
439,Rapid,C24_match,1050
439,Rapid,C24_ceiling,1800
440,Slow,AUC_match,600
440,Slow,C24_match,200
440,Slow,C24_ceiling,250
440,Intermediate,AUC_match,1000
440,Intermediate,C24_match,550
440,Intermediate,C24_ceiling,1800
440,Rapid,AUC_match,1800
440,Rapid,C24_match,1800
440,Rapid,C24_ceiling,1800
441,Slow,AUC_match,1800
441,Slow,C24_match,250
441,Slow,C24_ceiling,1800
441,Intermediate,AUC_match,1800
441,Intermediate,C24_match,500
441,Intermediate,C24_ceiling,1800
441,Rapid,AUC_match,1800
441,Rapid,C24_match,600
441,Rapid,C24_ceiling,1800
442,Slow,AUC_match,650
442,Slow,C24_match,200
442,Slow,C24_ceiling,400
442,Intermediate,AUC_match,1250
442,Intermediate,C24_match,1400
442,Intermediate,C24_ceiling,1800
442,Rapid,AUC_match,1800
442,Rapid,C24_match,1800
442,Rapid,C24_ceiling,1800
443,Slow,AUC_match,500
443,Slow,C24_match,200
443,Slow,C24_ceiling,200
443,Intermediate,AUC_match,1100
443,Intermediate,C24_match,850
443,Intermediate,C24_ceiling,1800
443,Rapid,AUC_match,1150
443,Rapid,C24_match,950
443,Rapid,C24_ceiling,1800
444,Slow,AUC_match,550
444,Slow,C24_match,200
444,Slow,C24_ceiling,250
444,Intermediate,AUC_match,1250
444,Intermediate,C24_match,800
444,Intermediate,C24_ceiling,1800
444,Rapid,AUC_match,1600
444,Rapid,C24_match,1400
444,Rapid,C24_ceiling,1800
445,Slow,AUC_match,600
445,Slow,C24_match,200
445,Slow,C24_ceiling,300
445,Intermediate,AUC_match,1200
445,Intermediate,C24_match,950
445,Intermediate,C24_ceiling,1800
445,Rapid,AUC_match,1250
445,Rapid,C24_match,1100
445,Rapid,C24_ceiling,1800
446,Slow,AUC_match,650
446,Slow,C24_match,200
446,Slow,C24_ceiling,350
446,Intermediate,AUC_match,1300
446,Intermediate,C24_match,850
446,Intermediate,C24_ceiling,1800
446,Rapid,AUC_match,1450
446,Rapid,C24_match,1100
446,Rapid,C24_ceiling,1800
447,Slow,AUC_match,650
447,Slow,C24_match,200
447,Slow,C24_ceiling,300
447,Intermediate,AUC_match,1150
447,Intermediate,C24_match,550
447,Intermediate,C24_ceiling,1800
447,Rapid,AUC_match,1800
447,Rapid,C24_match,1800
447,Rapid,C24_ceiling,1800
448,Slow,AUC_match,650
448,Slow,C24_match,200
448,Slow,C24_ceiling,350
448,Intermediate,AUC_match,1400
448,Intermediate,C24_match,1350
448,Intermediate,C24_ceiling,1800
448,Rapid,AUC_match,1800
448,Rapid,C24_match,1800
448,Rapid,C24_ceiling,1800
449,Slow,AUC_match,650
449,Slow,C24_match,200
449,Slow,C24_ceiling,350
449,Intermediate,AUC_match,1300
449,Intermediate,C24_match,1350
449,Intermediate,C24_ceiling,1800
449,Rapid,AUC_match,1700
449,Rapid,C24_match,1800
449,Rapid,C24_ceiling,1800
450,Slow,AUC_match,1800
450,Slow,C24_match,300
450,Slow,C24_ceiling,1800
450,Intermediate,AUC_match,1800
450,Intermediate,C24_match,500
450,Intermediate,C24_ceiling,1800
450,Rapid,AUC_match,1800
450,Rapid,C24_match,800
450,Rapid,C24_ceiling,1800
451,Slow,AUC_match,800
451,Slow,C24_match,250
451,Slow,C24_ceiling,950
451,Intermediate,AUC_match,1250
451,Intermediate,C24_match,1500
451,Intermediate,C24_ceiling,1800
451,Rapid,AUC_match,1800
451,Rapid,C24_match,1800
451,Rapid,C24_ceiling,1800
452,Slow,AUC_match,650
452,Slow,C24_match,200
452,Slow,C24_ceiling,350
452,Intermediate,AUC_match,1200
452,Intermediate,C24_match,850
452,Intermediate,C24_ceiling,1800
452,Rapid,AUC_match,1650
452,Rapid,C24_match,1800
452,Rapid,C24_ceiling,1800
453,Slow,AUC_match,600
453,Slow,C24_match,200
453,Slow,C24_ceiling,250
453,Intermediate,AUC_match,1250
453,Intermediate,C24_match,750
453,Intermediate,C24_ceiling,1800
453,Rapid,AUC_match,1800
453,Rapid,C24_match,1800
453,Rapid,C24_ceiling,1800
454,Slow,AUC_match,600
454,Slow,C24_match,200
454,Slow,C24_ceiling,300
454,Intermediate,AUC_match,1200
454,Intermediate,C24_match,700
454,Intermediate,C24_ceiling,1800
454,Rapid,AUC_match,700
454,Rapid,C24_match,200
454,Rapid,C24_ceiling,400
455,Slow,AUC_match,650
455,Slow,C24_match,200
455,Slow,C24_ceiling,500
455,Intermediate,AUC_match,1200
455,Intermediate,C24_match,1800
455,Intermediate,C24_ceiling,1800
455,Rapid,AUC_match,1300
455,Rapid,C24_match,1800
455,Rapid,C24_ceiling,1800
456,Slow,AUC_match,800
456,Slow,C24_match,200
456,Slow,C24_ceiling,800
456,Intermediate,AUC_match,1300
456,Intermediate,C24_match,850
456,Intermediate,C24_ceiling,1800
456,Rapid,AUC_match,1800
456,Rapid,C24_match,1800
456,Rapid,C24_ceiling,1800
457,Slow,AUC_match,700
457,Slow,C24_match,200
457,Slow,C24_ceiling,500
457,Intermediate,AUC_match,1350
457,Intermediate,C24_match,1600
457,Intermediate,C24_ceiling,1800
457,Rapid,AUC_match,1800
457,Rapid,C24_match,1800
457,Rapid,C24_ceiling,1800
458,Slow,AUC_match,750
458,Slow,C24_match,200
458,Slow,C24_ceiling,750
458,Intermediate,AUC_match,1350
458,Intermediate,C24_match,1800
458,Intermediate,C24_ceiling,1800
458,Rapid,AUC_match,1800
458,Rapid,C24_match,1800
458,Rapid,C24_ceiling,1800
459,Slow,AUC_match,750
459,Slow,C24_match,200
459,Slow,C24_ceiling,600
459,Intermediate,AUC_match,1350
459,Intermediate,C24_match,1350
459,Intermediate,C24_ceiling,1800
459,Rapid,AUC_match,1800
459,Rapid,C24_match,1800
459,Rapid,C24_ceiling,1800
460,Slow,AUC_match,750
460,Slow,C24_match,200
460,Slow,C24_ceiling,650
460,Intermediate,AUC_match,1300
460,Intermediate,C24_match,1800
460,Intermediate,C24_ceiling,1800
460,Rapid,AUC_match,1800
460,Rapid,C24_match,1800
460,Rapid,C24_ceiling,1800
461,Slow,AUC_match,650
461,Slow,C24_match,200
461,Slow,C24_ceiling,350
461,Intermediate,AUC_match,1250
461,Intermediate,C24_match,1800
461,Intermediate,C24_ceiling,1800
461,Rapid,AUC_match,1800
461,Rapid,C24_match,1800
461,Rapid,C24_ceiling,1800
462,Slow,AUC_match,750
462,Slow,C24_match,200
462,Slow,C24_ceiling,600
462,Intermediate,AUC_match,1300
462,Intermediate,C24_match,1400
462,Intermediate,C24_ceiling,1800
462,Rapid,AUC_match,1450
462,Rapid,C24_match,1800
462,Rapid,C24_ceiling,1800
463,Slow,AUC_match,800
463,Slow,C24_match,200
463,Slow,C24_ceiling,700
463,Intermediate,AUC_match,1250
463,Intermediate,C24_match,850
463,Intermediate,C24_ceiling,1800
463,Rapid,AUC_match,1800
463,Rapid,C24_match,1800
463,Rapid,C24_ceiling,1800
464,Slow,AUC_match,550
464,Slow,C24_match,200
464,Slow,C24_ceiling,200
464,Intermediate,AUC_match,1050
464,Intermediate,C24_match,450
464,Intermediate,C24_ceiling,1750
464,Rapid,AUC_match,1800
464,Rapid,C24_match,1800
464,Rapid,C24_ceiling,1800
465,Slow,AUC_match,700
465,Slow,C24_match,200
465,Slow,C24_ceiling,500
465,Intermediate,AUC_match,1250
465,Intermediate,C24_match,750
465,Intermediate,C24_ceiling,1800
465,Rapid,AUC_match,1800
465,Rapid,C24_match,1800
465,Rapid,C24_ceiling,1800
466,Slow,AUC_match,1800
466,Slow,C24_match,250
466,Slow,C24_ceiling,1750
466,Intermediate,AUC_match,1800
466,Intermediate,C24_match,450
466,Intermediate,C24_ceiling,1800
466,Rapid,AUC_match,1800
466,Rapid,C24_match,750
466,Rapid,C24_ceiling,1800
467,Slow,AUC_match,700
467,Slow,C24_match,200
467,Slow,C24_ceiling,450
467,Intermediate,AUC_match,1300
467,Intermediate,C24_match,1700
467,Intermediate,C24_ceiling,1800
467,Rapid,AUC_match,1800
467,Rapid,C24_match,1800
467,Rapid,C24_ceiling,1800
468,Slow,AUC_match,650
468,Slow,C24_match,200
468,Slow,C24_ceiling,500
468,Intermediate,AUC_match,1200
468,Intermediate,C24_match,1800
468,Intermediate,C24_ceiling,1800
468,Rapid,AUC_match,1100
468,Rapid,C24_match,1800
468,Rapid,C24_ceiling,1800
469,Slow,AUC_match,550
469,Slow,C24_match,200
469,Slow,C24_ceiling,250
469,Intermediate,AUC_match,1150
469,Intermediate,C24_match,600
469,Intermediate,C24_ceiling,1800
469,Rapid,AUC_match,1200
469,Rapid,C24_match,650
469,Rapid,C24_ceiling,1800
470,Slow,AUC_match,650
470,Slow,C24_match,200
470,Slow,C24_ceiling,400
470,Intermediate,AUC_match,1250
470,Intermediate,C24_match,850
470,Intermediate,C24_ceiling,1800
470,Rapid,AUC_match,1800
470,Rapid,C24_match,1800
470,Rapid,C24_ceiling,1800
471,Slow,AUC_match,600
471,Slow,C24_match,200
471,Slow,C24_ceiling,300
471,Intermediate,AUC_match,1300
471,Intermediate,C24_match,1200
471,Intermediate,C24_ceiling,1800
471,Rapid,AUC_match,1800
471,Rapid,C24_match,1800
471,Rapid,C24_ceiling,1800
472,Slow,AUC_match,650
472,Slow,C24_match,200
472,Slow,C24_ceiling,400
472,Intermediate,AUC_match,1200
472,Intermediate,C24_match,1800
472,Intermediate,C24_ceiling,1800
472,Rapid,AUC_match,1800
472,Rapid,C24_match,1800
472,Rapid,C24_ceiling,1800
473,Slow,AUC_match,700
473,Slow,C24_match,200
473,Slow,C24_ceiling,500
473,Intermediate,AUC_match,1250
473,Intermediate,C24_match,850
473,Intermediate,C24_ceiling,1800
473,Rapid,AUC_match,1500
473,Rapid,C24_match,1400
473,Rapid,C24_ceiling,1800
474,Slow,AUC_match,850
474,Slow,C24_match,200
474,Slow,C24_ceiling,750
474,Intermediate,AUC_match,1250
474,Intermediate,C24_match,700
474,Intermediate,C24_ceiling,1800
474,Rapid,AUC_match,1500
474,Rapid,C24_match,1150
474,Rapid,C24_ceiling,1800
475,Slow,AUC_match,550
475,Slow,C24_match,200
475,Slow,C24_ceiling,250
475,Intermediate,AUC_match,1250
475,Intermediate,C24_match,1800
475,Intermediate,C24_ceiling,1800
475,Rapid,AUC_match,1800
475,Rapid,C24_match,1800
475,Rapid,C24_ceiling,1800
476,Slow,AUC_match,650
476,Slow,C24_match,200
476,Slow,C24_ceiling,500
476,Intermediate,AUC_match,1300
476,Intermediate,C24_match,1800
476,Intermediate,C24_ceiling,1800
476,Rapid,AUC_match,1800
476,Rapid,C24_match,1800
476,Rapid,C24_ceiling,1800
477,Slow,AUC_match,650
477,Slow,C24_match,200
477,Slow,C24_ceiling,300
477,Intermediate,AUC_match,1200
477,Intermediate,C24_match,1000
477,Intermediate,C24_ceiling,1800
477,Rapid,AUC_match,1600
477,Rapid,C24_match,1800
477,Rapid,C24_ceiling,1800
478,Slow,AUC_match,550
478,Slow,C24_match,200
478,Slow,C24_ceiling,200
478,Intermediate,AUC_match,1100
478,Intermediate,C24_match,550
478,Intermediate,C24_ceiling,1800
478,Rapid,AUC_match,1750
478,Rapid,C24_match,1750
478,Rapid,C24_ceiling,1800
479,Slow,AUC_match,1800
479,Slow,C24_match,250
479,Slow,C24_ceiling,1800
479,Intermediate,AUC_match,1800
479,Intermediate,C24_match,450
479,Intermediate,C24_ceiling,1800
479,Rapid,AUC_match,1800
479,Rapid,C24_match,850
479,Rapid,C24_ceiling,1800
480,Slow,AUC_match,750
480,Slow,C24_match,200
480,Slow,C24_ceiling,700
480,Intermediate,AUC_match,1300
480,Intermediate,C24_match,1700
480,Intermediate,C24_ceiling,1800
480,Rapid,AUC_match,1300
480,Rapid,C24_match,1500
480,Rapid,C24_ceiling,1800
481,Slow,AUC_match,750
481,Slow,C24_match,200
481,Slow,C24_ceiling,500
481,Intermediate,AUC_match,1300
481,Intermediate,C24_match,1400
481,Intermediate,C24_ceiling,1800
481,Rapid,AUC_match,1800
481,Rapid,C24_match,1800
481,Rapid,C24_ceiling,1800
482,Slow,AUC_match,650
482,Slow,C24_match,200
482,Slow,C24_ceiling,350
482,Intermediate,AUC_match,1350
482,Intermediate,C24_match,1100
482,Intermediate,C24_ceiling,1800
482,Rapid,AUC_match,850
482,Rapid,C24_match,200
482,Rapid,C24_ceiling,850
483,Slow,AUC_match,600
483,Slow,C24_match,200
483,Slow,C24_ceiling,200
483,Intermediate,AUC_match,1150
483,Intermediate,C24_match,600
483,Intermediate,C24_ceiling,1800
483,Rapid,AUC_match,1350
483,Rapid,C24_match,900
483,Rapid,C24_ceiling,1800
484,Slow,AUC_match,600
484,Slow,C24_match,200
484,Slow,C24_ceiling,250
484,Intermediate,AUC_match,1050
484,Intermediate,C24_match,600
484,Intermediate,C24_ceiling,1800
484,Rapid,AUC_match,1500
484,Rapid,C24_match,1600
484,Rapid,C24_ceiling,1800
485,Slow,AUC_match,550
485,Slow,C24_match,200
485,Slow,C24_ceiling,250
485,Intermediate,AUC_match,1200
485,Intermediate,C24_match,1800
485,Intermediate,C24_ceiling,1800
485,Rapid,AUC_match,1800
485,Rapid,C24_match,1800
485,Rapid,C24_ceiling,1800
486,Slow,AUC_match,650
486,Slow,C24_match,200
486,Slow,C24_ceiling,400
486,Intermediate,AUC_match,1200
486,Intermediate,C24_match,700
486,Intermediate,C24_ceiling,1800
486,Rapid,AUC_match,1550
486,Rapid,C24_match,1350
486,Rapid,C24_ceiling,1800
487,Slow,AUC_match,650
487,Slow,C24_match,200
487,Slow,C24_ceiling,300
